,Name,Country,Team,Date
0,pronax,Sweden,fnatic,2015-10-05
1,olofmeister,Sweden,fnatic,2015-10-05
2,flusha,Sweden,fnatic,2015-10-05
3,JW,Sweden,fnatic,2015-10-05
4,KRIMZ,Sweden,fnatic,2015-10-05
5,karrigan,Denmark,TSM,2015-10-05
6,cajunb,Denmark,TSM,2015-10-05
7,Xyp9x,Denmark,TSM,2015-10-05
8,dupreeh,Denmark,TSM,2015-10-05
9,device,Denmark,TSM,2015-10-05
10,TaZ,Poland,Virtus.pro,2015-10-05
11,NEO,Poland,Virtus.pro,2015-10-05
12,pashaBiceps,Poland,Virtus.pro,2015-10-05
13,Snax,Poland,Virtus.pro,2015-10-05
14,byali,Poland,Virtus.pro,2015-10-05
15,kioShiMa,France,Envy,2015-10-05
16,kennyS,France,Envy,2015-10-05
17,NBK-,France,Envy,2015-10-05
18,apEX,France,Envy,2015-10-05
19,Happy,France,Envy,2015-10-05
20,Edward,Ukraine,Natus Vincere,2015-10-05
21,Zeus,Ukraine,Natus Vincere,2015-10-05
22,GuardiaN,Slovakia,Natus Vincere,2015-10-05
23,seized,Russia,Natus Vincere,2015-10-05
24,flamie,Russia,Natus Vincere,2015-10-05
25,f0rest,Sweden,Ninjas in Pyjamas,2015-10-05
26,GeT_RiGhT,Sweden,Ninjas in Pyjamas,2015-10-05
27,allu,Finland,Ninjas in Pyjamas,2015-10-05
28,Xizt,Sweden,Ninjas in Pyjamas,2015-10-05
29,friberg,Sweden,Ninjas in Pyjamas,2015-10-05
30,n0thing,United States,Cloud9,2015-10-05
31,seang@res,United States,Cloud9,2015-10-05
32,Skadoodle,United States,Cloud9,2015-10-05
33,freakazoid,United States,Cloud9,2015-10-05
34,shroud,Canada,Cloud9,2015-10-05
35,fox,Portugal,G2,2015-10-05
36,Maikelele,Sweden,G2,2015-10-05
37,dennis,Sweden,G2,2015-10-05
38,ScreaM,Belgium,G2,2015-10-05
39,rain,Norway,G2,2015-10-05
40,znajder,Sweden,Dignitas,2015-10-05
41,Pimp,Denmark,Dignitas,2015-10-05
42,MSL,Denmark,Dignitas,2015-10-05
43,aizy,Denmark,Dignitas,2015-10-05
44,Kjaerbye,Denmark,Dignitas,2015-10-05
45,FNS,Canada,CLG,2015-10-05
46,reltuC,United States,CLG,2015-10-05
47,jdm64,United States,CLG,2015-10-05
48,hazed,United States,CLG,2015-10-05
49,tarik,United States,CLG,2015-10-05
50,FalleN,Brazil,Luminosity,2015-10-05
51,steel,Brazil,Luminosity,2015-10-05
52,fer,Brazil,Luminosity,2015-10-05
53,boltz,Brazil,Luminosity,2015-10-05
54,coldzera,Brazil,Luminosity,2015-10-05
55,gob b,Germany,MOUZ,2015-10-05
56,chrisJ,Netherlands,MOUZ,2015-10-05
57,NiKo,Bosnia and Herzegovina,MOUZ,2015-10-05
58,nex,Germany,MOUZ,2015-10-05
59,denis,Germany,MOUZ,2015-10-05
60,markeloff,Ukraine,FlipSid3,2015-10-05
61,B1ad3,Ukraine,FlipSid3,2015-10-05
62,bondik,Ukraine,FlipSid3,2015-10-05
63,WorldEdit,Russia,FlipSid3,2015-10-05
64,DavCost,Russia,FlipSid3,2015-10-05
65,Hiko,United States,Liquid,2015-10-05
66,adreN,United States,Liquid,2015-10-05
67,nitr0,United States,Liquid,2015-10-05
68,FugLy,United States,Liquid,2015-10-05
69,EliGE,United States,Liquid,2015-10-05
70,shox,France,Titan,2015-10-05
71,Ex6TenZ,Belgium,Titan,2015-10-05
72,RpK,France,Titan,2015-10-05
73,SmithZz,France,Titan,2015-10-05
74,ScreaM,Belgium,Titan,2015-10-05
75,kUcheR,Russia,HellRaisers,2015-10-05
76,AdreN,Kazakhstan,HellRaisers,2015-10-05
77,ANGE1,Ukraine,HellRaisers,2015-10-05
78,mou,Kazakhstan,HellRaisers,2015-10-05
79,s1mple,Ukraine,HellRaisers,2015-10-05
80,bubble,Bulgaria,E-frag.net,2015-10-05
81,spyleadeR,Bulgaria,E-frag.net,2015-10-05
82,nkl,Bulgaria,E-frag.net,2015-10-05
83,v1c7oR,Bulgaria,E-frag.net,2015-10-05
84,dream3r,Bulgaria,E-frag.net,2015-10-05
85,yam,Australia,Renegades,2015-10-05
86,jks,Australia,Renegades,2015-10-05
87,AZR,Australia,Renegades,2015-10-05
88,Havoc,Australia,Renegades,2015-10-05
89,SPUNJ,Australia,Renegades,2015-10-05
90,rallen,Poland,Vexed,2015-10-05
91,Hyper,Poland,Vexed,2015-10-05
92,peet,Poland,Vexed,2015-10-05
93,Furlan,Poland,Vexed,2015-10-05
94,GruBy,Poland,Vexed,2015-10-05
95,Loord,Poland,CSGL,2015-10-05
96,SZPERO,Poland,CSGL,2015-10-05
97,innocent,Poland,CSGL,2015-10-05
98,MICHU,Poland,CSGL,2015-10-05
99,oskarish,Poland,CSGL,2015-10-05
100,SnypeR,Australia,Immunity,2015-10-05
101,emagine,Australia,Immunity,2015-10-05
102,Rickeh,Australia,Immunity,2015-10-05
103,James,Australia,Immunity,2015-10-05
104,USTILO,Australia,Immunity,2015-10-05
105,pronax,Sweden,fnatic,2015-10-12
106,olofmeister,Sweden,fnatic,2015-10-12
107,flusha,Sweden,fnatic,2015-10-12
108,JW,Sweden,fnatic,2015-10-12
109,KRIMZ,Sweden,fnatic,2015-10-12
110,karrigan,Denmark,TSM,2015-10-12
111,cajunb,Denmark,TSM,2015-10-12
112,Xyp9x,Denmark,TSM,2015-10-12
113,dupreeh,Denmark,TSM,2015-10-12
114,device,Denmark,TSM,2015-10-12
115,TaZ,Poland,Virtus.pro,2015-10-12
116,NEO,Poland,Virtus.pro,2015-10-12
117,pashaBiceps,Poland,Virtus.pro,2015-10-12
118,Snax,Poland,Virtus.pro,2015-10-12
119,byali,Poland,Virtus.pro,2015-10-12
120,kioShiMa,France,Envy,2015-10-12
121,kennyS,France,Envy,2015-10-12
122,NBK-,France,Envy,2015-10-12
123,apEX,France,Envy,2015-10-12
124,Happy,France,Envy,2015-10-12
125,Edward,Ukraine,Natus Vincere,2015-10-12
126,Zeus,Ukraine,Natus Vincere,2015-10-12
127,GuardiaN,Slovakia,Natus Vincere,2015-10-12
128,seized,Russia,Natus Vincere,2015-10-12
129,flamie,Russia,Natus Vincere,2015-10-12
130,f0rest,Sweden,Ninjas in Pyjamas,2015-10-12
131,GeT_RiGhT,Sweden,Ninjas in Pyjamas,2015-10-12
132,allu,Finland,Ninjas in Pyjamas,2015-10-12
133,Xizt,Sweden,Ninjas in Pyjamas,2015-10-12
134,friberg,Sweden,Ninjas in Pyjamas,2015-10-12
135,n0thing,United States,Cloud9,2015-10-12
136,seang@res,United States,Cloud9,2015-10-12
137,Skadoodle,United States,Cloud9,2015-10-12
138,freakazoid,United States,Cloud9,2015-10-12
139,shroud,Canada,Cloud9,2015-10-12
140,znajder,Sweden,Dignitas,2015-10-12
141,Pimp,Denmark,Dignitas,2015-10-12
142,MSL,Denmark,Dignitas,2015-10-12
143,aizy,Denmark,Dignitas,2015-10-12
144,Kjaerbye,Denmark,Dignitas,2015-10-12
145,fox,Portugal,G2,2015-10-12
146,Maikelele,Sweden,G2,2015-10-12
147,dennis,Sweden,G2,2015-10-12
148,rain,Norway,G2,2015-10-12
149,jkaem,Norway,G2,2015-10-12
150,FNS,Canada,CLG,2015-10-12
151,reltuC,United States,CLG,2015-10-12
152,jdm64,United States,CLG,2015-10-12
153,hazed,United States,CLG,2015-10-12
154,tarik,United States,CLG,2015-10-12
155,gob b,Germany,MOUZ,2015-10-12
156,chrisJ,Netherlands,MOUZ,2015-10-12
157,NiKo,Bosnia and Herzegovina,MOUZ,2015-10-12
158,nex,Germany,MOUZ,2015-10-12
159,denis,Germany,MOUZ,2015-10-12
160,FalleN,Brazil,Luminosity,2015-10-12
161,steel,Brazil,Luminosity,2015-10-12
162,fer,Brazil,Luminosity,2015-10-12
163,boltz,Brazil,Luminosity,2015-10-12
164,coldzera,Brazil,Luminosity,2015-10-12
165,Hiko,United States,Liquid,2015-10-12
166,adreN,United States,Liquid,2015-10-12
167,nitr0,United States,Liquid,2015-10-12
168,FugLy,United States,Liquid,2015-10-12
169,EliGE,United States,Liquid,2015-10-12
170,shox,France,Titan,2015-10-12
171,Ex6TenZ,Belgium,Titan,2015-10-12
172,RpK,France,Titan,2015-10-12
173,SmithZz,France,Titan,2015-10-12
174,ScreaM,Belgium,Titan,2015-10-12
175,markeloff,Ukraine,FlipSid3,2015-10-12
176,B1ad3,Ukraine,FlipSid3,2015-10-12
177,bondik,Ukraine,FlipSid3,2015-10-12
178,WorldEdit,Russia,FlipSid3,2015-10-12
179,DavCost,Russia,FlipSid3,2015-10-12
180,bubble,Bulgaria,E-frag.net,2015-10-12
181,spyleadeR,Bulgaria,E-frag.net,2015-10-12
182,nkl,Bulgaria,E-frag.net,2015-10-12
183,v1c7oR,Bulgaria,E-frag.net,2015-10-12
184,dream3r,Bulgaria,E-frag.net,2015-10-12
185,yam,Australia,Renegades,2015-10-12
186,jks,Australia,Renegades,2015-10-12
187,AZR,Australia,Renegades,2015-10-12
188,Havoc,Australia,Renegades,2015-10-12
189,SPUNJ,Australia,Renegades,2015-10-12
190,rallen,Poland,Vexed,2015-10-12
191,Hyper,Poland,Vexed,2015-10-12
192,peet,Poland,Vexed,2015-10-12
193,Furlan,Poland,Vexed,2015-10-12
194,GruBy,Poland,Vexed,2015-10-12
195,SnypeR,Australia,Immunity,2015-10-12
196,emagine,Australia,Immunity,2015-10-12
197,Rickeh,Australia,Immunity,2015-10-12
198,James,Australia,Immunity,2015-10-12
199,USTILO,Australia,Immunity,2015-10-12
200,kUcheR,Russia,HellRaisers,2015-10-12
201,ANGE1,Ukraine,HellRaisers,2015-10-12
202,oskar,Czech Republic,HellRaisers,2015-10-12
203,STYKO,Slovakia,HellRaisers,2015-10-12
204,s1mple,Ukraine,HellRaisers,2015-10-12
205,karrigan,Denmark,TSM,2015-10-19
206,cajunb,Denmark,TSM,2015-10-19
207,Xyp9x,Denmark,TSM,2015-10-19
208,dupreeh,Denmark,TSM,2015-10-19
209,device,Denmark,TSM,2015-10-19
210,pronax,Sweden,fnatic,2015-10-19
211,olofmeister,Sweden,fnatic,2015-10-19
212,flusha,Sweden,fnatic,2015-10-19
213,JW,Sweden,fnatic,2015-10-19
214,KRIMZ,Sweden,fnatic,2015-10-19
215,TaZ,Poland,Virtus.pro,2015-10-19
216,NEO,Poland,Virtus.pro,2015-10-19
217,pashaBiceps,Poland,Virtus.pro,2015-10-19
218,Snax,Poland,Virtus.pro,2015-10-19
219,byali,Poland,Virtus.pro,2015-10-19
220,kioShiMa,France,Envy,2015-10-19
221,kennyS,France,Envy,2015-10-19
222,NBK-,France,Envy,2015-10-19
223,apEX,France,Envy,2015-10-19
224,Happy,France,Envy,2015-10-19
225,f0rest,Sweden,Ninjas in Pyjamas,2015-10-19
226,GeT_RiGhT,Sweden,Ninjas in Pyjamas,2015-10-19
227,allu,Finland,Ninjas in Pyjamas,2015-10-19
228,Xizt,Sweden,Ninjas in Pyjamas,2015-10-19
229,friberg,Sweden,Ninjas in Pyjamas,2015-10-19
230,Edward,Ukraine,Natus Vincere,2015-10-19
231,Zeus,Ukraine,Natus Vincere,2015-10-19
232,GuardiaN,Slovakia,Natus Vincere,2015-10-19
233,seized,Russia,Natus Vincere,2015-10-19
234,flamie,Russia,Natus Vincere,2015-10-19
235,n0thing,United States,Cloud9,2015-10-19
236,seang@res,United States,Cloud9,2015-10-19
237,Skadoodle,United States,Cloud9,2015-10-19
238,freakazoid,United States,Cloud9,2015-10-19
239,shroud,Canada,Cloud9,2015-10-19
240,znajder,Sweden,Dignitas,2015-10-19
241,Pimp,Denmark,Dignitas,2015-10-19
242,MSL,Denmark,Dignitas,2015-10-19
243,aizy,Denmark,Dignitas,2015-10-19
244,Kjaerbye,Denmark,Dignitas,2015-10-19
245,fox,Portugal,G2,2015-10-19
246,Maikelele,Sweden,G2,2015-10-19
247,dennis,Sweden,G2,2015-10-19
248,rain,Norway,G2,2015-10-19
249,jkaem,Norway,G2,2015-10-19
250,FNS,Canada,CLG,2015-10-19
251,reltuC,United States,CLG,2015-10-19
252,jdm64,United States,CLG,2015-10-19
253,hazed,United States,CLG,2015-10-19
254,tarik,United States,CLG,2015-10-19
255,gob b,Germany,MOUZ,2015-10-19
256,chrisJ,Netherlands,MOUZ,2015-10-19
257,NiKo,Bosnia and Herzegovina,MOUZ,2015-10-19
258,nex,Germany,MOUZ,2015-10-19
259,denis,Germany,MOUZ,2015-10-19
260,Hiko,United States,Liquid,2015-10-19
261,adreN,United States,Liquid,2015-10-19
262,nitr0,United States,Liquid,2015-10-19
263,FugLy,United States,Liquid,2015-10-19
264,EliGE,United States,Liquid,2015-10-19
265,shox,France,Titan,2015-10-19
266,Ex6TenZ,Belgium,Titan,2015-10-19
267,RpK,France,Titan,2015-10-19
268,SmithZz,France,Titan,2015-10-19
269,ScreaM,Belgium,Titan,2015-10-19
270,markeloff,Ukraine,FlipSid3,2015-10-19
271,B1ad3,Ukraine,FlipSid3,2015-10-19
272,bondik,Ukraine,FlipSid3,2015-10-19
273,WorldEdit,Russia,FlipSid3,2015-10-19
274,DavCost,Russia,FlipSid3,2015-10-19
275,FalleN,Brazil,Luminosity,2015-10-19
276,steel,Brazil,Luminosity,2015-10-19
277,fer,Brazil,Luminosity,2015-10-19
278,boltz,Brazil,Luminosity,2015-10-19
279,coldzera,Brazil,Luminosity,2015-10-19
280,bubble,Bulgaria,E-frag.net,2015-10-19
281,spyleadeR,Bulgaria,E-frag.net,2015-10-19
282,nkl,Bulgaria,E-frag.net,2015-10-19
283,v1c7oR,Bulgaria,E-frag.net,2015-10-19
284,dream3r,Bulgaria,E-frag.net,2015-10-19
285,yam,Australia,Renegades,2015-10-19
286,jks,Australia,Renegades,2015-10-19
287,AZR,Australia,Renegades,2015-10-19
288,Havoc,Australia,Renegades,2015-10-19
289,SPUNJ,Australia,Renegades,2015-10-19
290,rallen,Poland,Vexed,2015-10-19
291,Hyper,Poland,Vexed,2015-10-19
292,peet,Poland,Vexed,2015-10-19
293,Furlan,Poland,Vexed,2015-10-19
294,GruBy,Poland,Vexed,2015-10-19
295,kUcheR,Russia,HellRaisers,2015-10-19
296,ANGE1,Ukraine,HellRaisers,2015-10-19
297,oskar,Czech Republic,HellRaisers,2015-10-19
298,STYKO,Slovakia,HellRaisers,2015-10-19
299,s1mple,Ukraine,HellRaisers,2015-10-19
300,SnypeR,Australia,Immunity,2015-10-19
301,emagine,Australia,Immunity,2015-10-19
302,Rickeh,Australia,Immunity,2015-10-19
303,James,Australia,Immunity,2015-10-19
304,USTILO,Australia,Immunity,2015-10-19
305,karrigan,Denmark,TSM,2015-10-26
306,cajunb,Denmark,TSM,2015-10-26
307,Xyp9x,Denmark,TSM,2015-10-26
308,dupreeh,Denmark,TSM,2015-10-26
309,device,Denmark,TSM,2015-10-26
310,pronax,Sweden,fnatic,2015-10-26
311,olofmeister,Sweden,fnatic,2015-10-26
312,flusha,Sweden,fnatic,2015-10-26
313,JW,Sweden,fnatic,2015-10-26
314,KRIMZ,Sweden,fnatic,2015-10-26
315,TaZ,Poland,Virtus.pro,2015-10-26
316,NEO,Poland,Virtus.pro,2015-10-26
317,pashaBiceps,Poland,Virtus.pro,2015-10-26
318,Snax,Poland,Virtus.pro,2015-10-26
319,byali,Poland,Virtus.pro,2015-10-26
320,kioShiMa,France,Envy,2015-10-26
321,kennyS,France,Envy,2015-10-26
322,NBK-,France,Envy,2015-10-26
323,apEX,France,Envy,2015-10-26
324,Happy,France,Envy,2015-10-26
325,f0rest,Sweden,Ninjas in Pyjamas,2015-10-26
326,GeT_RiGhT,Sweden,Ninjas in Pyjamas,2015-10-26
327,allu,Finland,Ninjas in Pyjamas,2015-10-26
328,Xizt,Sweden,Ninjas in Pyjamas,2015-10-26
329,friberg,Sweden,Ninjas in Pyjamas,2015-10-26
330,Edward,Ukraine,Natus Vincere,2015-10-26
331,Zeus,Ukraine,Natus Vincere,2015-10-26
332,GuardiaN,Slovakia,Natus Vincere,2015-10-26
333,seized,Russia,Natus Vincere,2015-10-26
334,flamie,Russia,Natus Vincere,2015-10-26
335,n0thing,United States,Cloud9,2015-10-26
336,seang@res,United States,Cloud9,2015-10-26
337,Skadoodle,United States,Cloud9,2015-10-26
338,freakazoid,United States,Cloud9,2015-10-26
339,shroud,Canada,Cloud9,2015-10-26
340,TENZKI,Denmark,Dignitas,2015-10-26
341,Pimp,Denmark,Dignitas,2015-10-26
342,MSL,Denmark,Dignitas,2015-10-26
343,aizy,Denmark,Dignitas,2015-10-26
344,Kjaerbye,Denmark,Dignitas,2015-10-26
345,fox,Portugal,G2,2015-10-26
346,Maikelele,Sweden,G2,2015-10-26
347,dennis,Sweden,G2,2015-10-26
348,rain,Norway,G2,2015-10-26
349,jkaem,Norway,G2,2015-10-26
350,FNS,Canada,CLG,2015-10-26
351,reltuC,United States,CLG,2015-10-26
352,jdm64,United States,CLG,2015-10-26
353,hazed,United States,CLG,2015-10-26
354,tarik,United States,CLG,2015-10-26
355,Hiko,United States,Liquid,2015-10-26
356,adreN,United States,Liquid,2015-10-26
357,nitr0,United States,Liquid,2015-10-26
358,FugLy,United States,Liquid,2015-10-26
359,EliGE,United States,Liquid,2015-10-26
360,shox,France,Titan,2015-10-26
361,Ex6TenZ,Belgium,Titan,2015-10-26
362,RpK,France,Titan,2015-10-26
363,SmithZz,France,Titan,2015-10-26
364,ScreaM,Belgium,Titan,2015-10-26
365,gob b,Germany,MOUZ,2015-10-26
366,chrisJ,Netherlands,MOUZ,2015-10-26
367,NiKo,Bosnia and Herzegovina,MOUZ,2015-10-26
368,nex,Germany,MOUZ,2015-10-26
369,denis,Germany,MOUZ,2015-10-26
370,markeloff,Ukraine,FlipSid3,2015-10-26
371,B1ad3,Ukraine,FlipSid3,2015-10-26
372,bondik,Ukraine,FlipSid3,2015-10-26
373,WorldEdit,Russia,FlipSid3,2015-10-26
374,DavCost,Russia,FlipSid3,2015-10-26
375,FalleN,Brazil,Luminosity,2015-10-26
376,steel,Brazil,Luminosity,2015-10-26
377,fer,Brazil,Luminosity,2015-10-26
378,boltz,Brazil,Luminosity,2015-10-26
379,coldzera,Brazil,Luminosity,2015-10-26
380,bubble,Bulgaria,E-frag.net,2015-10-26
381,spyleadeR,Bulgaria,E-frag.net,2015-10-26
382,nkl,Bulgaria,E-frag.net,2015-10-26
383,v1c7oR,Bulgaria,E-frag.net,2015-10-26
384,dream3r,Bulgaria,E-frag.net,2015-10-26
385,yam,Australia,Renegades,2015-10-26
386,jks,Australia,Renegades,2015-10-26
387,AZR,Australia,Renegades,2015-10-26
388,Havoc,Australia,Renegades,2015-10-26
389,SPUNJ,Australia,Renegades,2015-10-26
390,rallen,Poland,Vexed,2015-10-26
391,Hyper,Poland,Vexed,2015-10-26
392,peet,Poland,Vexed,2015-10-26
393,Furlan,Poland,Vexed,2015-10-26
394,GruBy,Poland,Vexed,2015-10-26
395,SnypeR,Australia,Immunity,2015-10-26
396,emagine,Australia,Immunity,2015-10-26
397,Rickeh,Australia,Immunity,2015-10-26
398,James,Australia,Immunity,2015-10-26
399,USTILO,Australia,Immunity,2015-10-26
400,Loord,Poland,CSGL,2015-10-26
401,SZPERO,Poland,CSGL,2015-10-26
402,innocent,Poland,CSGL,2015-10-26
403,MICHU,Poland,CSGL,2015-10-26
404,oskarish,Poland,CSGL,2015-10-26
405,kioShiMa,France,Envy,2015-11-03
406,kennyS,France,Envy,2015-11-03
407,NBK-,France,Envy,2015-11-03
408,apEX,France,Envy,2015-11-03
409,Happy,France,Envy,2015-11-03
410,karrigan,Denmark,TSM,2015-11-03
411,cajunb,Denmark,TSM,2015-11-03
412,Xyp9x,Denmark,TSM,2015-11-03
413,dupreeh,Denmark,TSM,2015-11-03
414,device,Denmark,TSM,2015-11-03
415,pronax,Sweden,fnatic,2015-11-03
416,olofmeister,Sweden,fnatic,2015-11-03
417,flusha,Sweden,fnatic,2015-11-03
418,JW,Sweden,fnatic,2015-11-03
419,KRIMZ,Sweden,fnatic,2015-11-03
420,TaZ,Poland,Virtus.pro,2015-11-03
421,NEO,Poland,Virtus.pro,2015-11-03
422,pashaBiceps,Poland,Virtus.pro,2015-11-03
423,Snax,Poland,Virtus.pro,2015-11-03
424,byali,Poland,Virtus.pro,2015-11-03
425,Edward,Ukraine,Natus Vincere,2015-11-03
426,Zeus,Ukraine,Natus Vincere,2015-11-03
427,GuardiaN,Slovakia,Natus Vincere,2015-11-03
428,seized,Russia,Natus Vincere,2015-11-03
429,flamie,Russia,Natus Vincere,2015-11-03
430,f0rest,Sweden,Ninjas in Pyjamas,2015-11-03
431,GeT_RiGhT,Sweden,Ninjas in Pyjamas,2015-11-03
432,allu,Finland,Ninjas in Pyjamas,2015-11-03
433,Xizt,Sweden,Ninjas in Pyjamas,2015-11-03
434,friberg,Sweden,Ninjas in Pyjamas,2015-11-03
435,fox,Portugal,G2,2015-11-03
436,Maikelele,Sweden,G2,2015-11-03
437,dennis,Sweden,G2,2015-11-03
438,rain,Norway,G2,2015-11-03
439,jkaem,Norway,G2,2015-11-03
440,n0thing,United States,Cloud9,2015-11-03
441,seang@res,United States,Cloud9,2015-11-03
442,Skadoodle,United States,Cloud9,2015-11-03
443,freakazoid,United States,Cloud9,2015-11-03
444,shroud,Canada,Cloud9,2015-11-03
445,FalleN,Brazil,Luminosity,2015-11-03
446,steel,Brazil,Luminosity,2015-11-03
447,fer,Brazil,Luminosity,2015-11-03
448,boltz,Brazil,Luminosity,2015-11-03
449,coldzera,Brazil,Luminosity,2015-11-03
450,FNS,Canada,CLG,2015-11-03
451,reltuC,United States,CLG,2015-11-03
452,jdm64,United States,CLG,2015-11-03
453,hazed,United States,CLG,2015-11-03
454,tarik,United States,CLG,2015-11-03
455,shox,France,Titan,2015-11-03
456,Ex6TenZ,Belgium,Titan,2015-11-03
457,RpK,France,Titan,2015-11-03
458,SmithZz,France,Titan,2015-11-03
459,ScreaM,Belgium,Titan,2015-11-03
460,TENZKI,Denmark,Dignitas,2015-11-03
461,Pimp,Denmark,Dignitas,2015-11-03
462,MSL,Denmark,Dignitas,2015-11-03
463,aizy,Denmark,Dignitas,2015-11-03
464,Kjaerbye,Denmark,Dignitas,2015-11-03
465,gob b,Germany,MOUZ,2015-11-03
466,chrisJ,Netherlands,MOUZ,2015-11-03
467,NiKo,Bosnia and Herzegovina,MOUZ,2015-11-03
468,nex,Germany,MOUZ,2015-11-03
469,denis,Germany,MOUZ,2015-11-03
470,Hiko,United States,Liquid,2015-11-03
471,adreN,United States,Liquid,2015-11-03
472,nitr0,United States,Liquid,2015-11-03
473,FugLy,United States,Liquid,2015-11-03
474,EliGE,United States,Liquid,2015-11-03
475,markeloff,Ukraine,FlipSid3,2015-11-03
476,B1ad3,Ukraine,FlipSid3,2015-11-03
477,bondik,Ukraine,FlipSid3,2015-11-03
478,WorldEdit,Russia,FlipSid3,2015-11-03
479,DavCost,Russia,FlipSid3,2015-11-03
480,bubble,Bulgaria,E-frag.net,2015-11-03
481,spyleadeR,Bulgaria,E-frag.net,2015-11-03
482,nkl,Bulgaria,E-frag.net,2015-11-03
483,v1c7oR,Bulgaria,E-frag.net,2015-11-03
484,dream3r,Bulgaria,E-frag.net,2015-11-03
485,yam,Australia,Renegades,2015-11-03
486,jks,Australia,Renegades,2015-11-03
487,AZR,Australia,Renegades,2015-11-03
488,Havoc,Australia,Renegades,2015-11-03
489,SPUNJ,Australia,Renegades,2015-11-03
490,rallen,Poland,Vexed,2015-11-03
491,Hyper,Poland,Vexed,2015-11-03
492,peet,Poland,Vexed,2015-11-03
493,Furlan,Poland,Vexed,2015-11-03
494,GruBy,Poland,Vexed,2015-11-03
495,Loord,Poland,CSGL,2015-11-03
496,SZPERO,Poland,CSGL,2015-11-03
497,innocent,Poland,CSGL,2015-11-03
498,MICHU,Poland,CSGL,2015-11-03
499,oskarish,Poland,CSGL,2015-11-03
500,SnypeR,Australia,Immunity,2015-11-03
501,emagine,Australia,Immunity,2015-11-03
502,Rickeh,Australia,Immunity,2015-11-03
503,James,Australia,Immunity,2015-11-03
504,USTILO,Australia,Immunity,2015-11-03
505,kioShiMa,France,Envy,2015-11-09
506,kennyS,France,Envy,2015-11-09
507,NBK-,France,Envy,2015-11-09
508,apEX,France,Envy,2015-11-09
509,Happy,France,Envy,2015-11-09
510,TaZ,Poland,Virtus.pro,2015-11-09
511,NEO,Poland,Virtus.pro,2015-11-09
512,pashaBiceps,Poland,Virtus.pro,2015-11-09
513,Snax,Poland,Virtus.pro,2015-11-09
514,byali,Poland,Virtus.pro,2015-11-09
515,karrigan,Denmark,TSM,2015-11-09
516,cajunb,Denmark,TSM,2015-11-09
517,Xyp9x,Denmark,TSM,2015-11-09
518,dupreeh,Denmark,TSM,2015-11-09
519,device,Denmark,TSM,2015-11-09
520,pronax,Sweden,fnatic,2015-11-09
521,olofmeister,Sweden,fnatic,2015-11-09
522,flusha,Sweden,fnatic,2015-11-09
523,JW,Sweden,fnatic,2015-11-09
524,KRIMZ,Sweden,fnatic,2015-11-09
525,Edward,Ukraine,Natus Vincere,2015-11-09
526,Zeus,Ukraine,Natus Vincere,2015-11-09
527,GuardiaN,Slovakia,Natus Vincere,2015-11-09
528,seized,Russia,Natus Vincere,2015-11-09
529,flamie,Russia,Natus Vincere,2015-11-09
530,f0rest,Sweden,Ninjas in Pyjamas,2015-11-09
531,GeT_RiGhT,Sweden,Ninjas in Pyjamas,2015-11-09
532,allu,Finland,Ninjas in Pyjamas,2015-11-09
533,Xizt,Sweden,Ninjas in Pyjamas,2015-11-09
534,friberg,Sweden,Ninjas in Pyjamas,2015-11-09
535,fox,Portugal,G2,2015-11-09
536,Maikelele,Sweden,G2,2015-11-09
537,dennis,Sweden,G2,2015-11-09
538,rain,Norway,G2,2015-11-09
539,jkaem,Norway,G2,2015-11-09
540,gob b,Germany,MOUZ,2015-11-09
541,chrisJ,Netherlands,MOUZ,2015-11-09
542,NiKo,Bosnia and Herzegovina,MOUZ,2015-11-09
543,nex,Germany,MOUZ,2015-11-09
544,denis,Germany,MOUZ,2015-11-09
545,FalleN,Brazil,Luminosity,2015-11-09
546,steel,Brazil,Luminosity,2015-11-09
547,fer,Brazil,Luminosity,2015-11-09
548,boltz,Brazil,Luminosity,2015-11-09
549,coldzera,Brazil,Luminosity,2015-11-09
550,shox,France,Titan,2015-11-09
551,Ex6TenZ,Belgium,Titan,2015-11-09
552,RpK,France,Titan,2015-11-09
553,SmithZz,France,Titan,2015-11-09
554,ScreaM,Belgium,Titan,2015-11-09
555,n0thing,United States,Cloud9,2015-11-09
556,seang@res,United States,Cloud9,2015-11-09
557,Skadoodle,United States,Cloud9,2015-11-09
558,freakazoid,United States,Cloud9,2015-11-09
559,shroud,Canada,Cloud9,2015-11-09
560,TENZKI,Denmark,Dignitas,2015-11-09
561,Pimp,Denmark,Dignitas,2015-11-09
562,MSL,Denmark,Dignitas,2015-11-09
563,aizy,Denmark,Dignitas,2015-11-09
564,Kjaerbye,Denmark,Dignitas,2015-11-09
565,FNS,Canada,CLG,2015-11-09
566,reltuC,United States,CLG,2015-11-09
567,jdm64,United States,CLG,2015-11-09
568,hazed,United States,CLG,2015-11-09
569,tarik,United States,CLG,2015-11-09
570,Hiko,United States,Liquid,2015-11-09
571,adreN,United States,Liquid,2015-11-09
572,nitr0,United States,Liquid,2015-11-09
573,FugLy,United States,Liquid,2015-11-09
574,EliGE,United States,Liquid,2015-11-09
575,markeloff,Ukraine,FlipSid3,2015-11-09
576,B1ad3,Ukraine,FlipSid3,2015-11-09
577,bondik,Ukraine,FlipSid3,2015-11-09
578,WorldEdit,Russia,FlipSid3,2015-11-09
