,Name,Country,Team,Date
50548,YEKINDAR,Latvia,Outsiders,2022-05-16
50549,arT,Brazil,FURIA,2022-05-16
50550,yuurih,Brazil,FURIA,2022-05-16
50551,KSCERATO,Brazil,FURIA,2022-05-16
50552,saffee,Brazil,FURIA,2022-05-16
50553,drop,Brazil,FURIA,2022-05-16
50554,shox,France,Liquid,2022-05-16
50555,nitr0,United States,Liquid,2022-05-16
50556,NAF,Canada,Liquid,2022-05-16
50557,EliGE,United States,Liquid,2022-05-16
50558,oSee,United States,Liquid,2022-05-16
50559,alex,Spain,Movistar Riders,2022-05-16
50560,mopoz,Spain,Movistar Riders,2022-05-16
50561,DeathZz,Spain,Movistar Riders,2022-05-16
50562,SunPayus,Spain,Movistar Riders,2022-05-16
50563,dav1g,Spain,Movistar Riders,2022-05-16
50564,chopper,Russia,Spirit,2022-05-16
50565,degster,Russia,Spirit,2022-05-16
50566,magixx,Russia,Spirit,2022-05-16
50567,s1ren,Russia,Spirit,2022-05-16
50568,Patsi,Russia,Spirit,2022-05-16
50569,HooXi,Denmark,Copenhagen Flames,2022-05-16
50570,nicoodoz,Denmark,Copenhagen Flames,2022-05-16
50571,roeJ,Denmark,Copenhagen Flames,2022-05-16
50572,jabbi,Denmark,Copenhagen Flames,2022-05-16
50573,Zyphon,Denmark,Copenhagen Flames,2022-05-16
50574,tabseN,Germany,BIG,2022-05-16
50575,tiziaN,Germany,BIG,2022-05-16
50576,syrsoN,Germany,BIG,2022-05-16
50577,faveN,Germany,BIG,2022-05-16
50578,Krimbo,Germany,BIG,2022-05-16
50579,NickelBack,Russia,Entropiq,2022-05-16
50580,Krad,Russia,Entropiq,2022-05-16
50581,Lack1,Kazakhstan,Entropiq,2022-05-16
50582,El1an,Russia,Entropiq,2022-05-16
50583,Forester,Russia,Entropiq,2022-05-16
50584,fnx,Brazil,Imperial,2022-05-16
50585,FalleN,Brazil,Imperial,2022-05-16
50586,fer,Brazil,Imperial,2022-05-16
50587,boltz,Brazil,Imperial,2022-05-16
50588,VINI,Brazil,Imperial,2022-05-16
50589,dexter,Australia,MOUZ,2022-05-16
50590,frozen,Slovakia,MOUZ,2022-05-16
50591,JDC,Germany,MOUZ,2022-05-16
50592,torzsi,Hungary,MOUZ,2022-05-16
50593,Bymas,Lithuania,MOUZ,2022-05-16
50594,rigoN,Switzerland,Bad News Eagles,2022-05-16
50595,SENER1,Kosovo,Bad News Eagles,2022-05-16
50596,juanflatroo,Kosovo,Bad News Eagles,2022-05-16
50597,sinnopsyy,Kosovo,Bad News Eagles,2022-05-16
50598,gxx-,Kosovo,Bad News Eagles,2022-05-16
50599,chelo,Brazil,MIBR,2022-05-16
50600,exit,Brazil,MIBR,2022-05-16
50601,WOOD7,Brazil,MIBR,2022-05-16
50602,Tuurtle,Brazil,MIBR,2022-05-16
50603,JOTA,Brazil,MIBR,2022-05-16
50604,Jerry,Russia,FORZE,2022-05-16
50605,zorte,Russia,FORZE,2022-05-16
50606,shalfey,Russia,FORZE,2022-05-16
50607,KENSI,Russia,FORZE,2022-05-16
50608,Norwi,Russia,FORZE,2022-05-16
50609,KRIMZ,Sweden,fnatic,2022-05-16
50610,ALEX,United Kingdom,fnatic,2022-05-16
50611,poizon,Bulgaria,fnatic,2022-05-16
50612,Peppzor,Sweden,fnatic,2022-05-16
50613,mezii,United Kingdom,fnatic,2022-05-16
50614,bodyy,France,HEET,2022-05-16
50615,Lucky,France,HEET,2022-05-16
50616,Djoko,France,HEET,2022-05-16
50617,Ex3rcice,France,HEET,2022-05-16
50618,afro,France,HEET,2022-05-16
50619,nexa,Serbia,OG,2022-05-16
50620,niko,Denmark,OG,2022-05-16
50621,mantuu,Poland,OG,2022-05-16
50622,flameZ,Israel,OG,2022-05-16
50623,PKL,Brazil,paiN,2022-05-16
50624,NEKIZ,Brazil,paiN,2022-05-16
50625,hardzao,Brazil,paiN,2022-05-16
50626,biguzera,Brazil,paiN,2022-05-16
50627,nython,Brazil,paiN,2022-05-16
50628,JT,South Africa,Complexity,2022-05-16
50629,floppy,United States,Complexity,2022-05-16
50630,Grim,United States,Complexity,2022-05-16
50631,junior,United States,Complexity,2022-05-16
50632,FaNg,Canada,Complexity,2022-05-16
50633,XANTARES,Turkey,Eternal Fire,2022-05-16
50634,woxic,Turkey,Eternal Fire,2022-05-16
50635,Calyx,Turkey,Eternal Fire,2022-05-16
50636,imoRR,Turkey,Eternal Fire,2022-05-16
50637,xfl0ud,Turkey,Eternal Fire,2022-05-16
50638,HEN1,Brazil,GODSENT,2022-05-16
50639,TACO,Brazil,GODSENT,2022-05-16
50640,dumau,Brazil,GODSENT,2022-05-16
50641,b4rtiN,Brazil,GODSENT,2022-05-16
50642,latto,Brazil,GODSENT,2022-05-16
50643,bubble,Bulgaria,SKADE,2022-05-16
50644,dream3r,Bulgaria,SKADE,2022-05-16
50645,SHiPZ,Bulgaria,SKADE,2022-05-16
50646,dennyslaw,Bulgaria,SKADE,2022-05-16
50647,Rainwaker,Bulgaria,SKADE,2022-05-16
50648,karrigan,Denmark,FaZe,2022-05-23
50649,rain,Norway,FaZe,2022-05-23
50650,Twistzz,Canada,FaZe,2022-05-23
50651,ropz,Estonia,FaZe,2022-05-23
50652,broky,Latvia,FaZe,2022-05-23
50653,s1mple,Ukraine,Natus Vincere,2022-05-23
50654,electroNic,Russia,Natus Vincere,2022-05-23
50655,Boombl4,Russia,Natus Vincere,2022-05-23
50656,Perfecto,Russia,Natus Vincere,2022-05-23
50657,b1t,Ukraine,Natus Vincere,2022-05-23
50658,Snappi,Denmark,ENCE,2022-05-23
50659,Maden,Montenegro,ENCE,2022-05-23
50660,dycha,Poland,ENCE,2022-05-23
50661,hades,Poland,ENCE,2022-05-23
50662,Spinx,Israel,ENCE,2022-05-23
50663,cadiaN,Denmark,Heroic,2022-05-23
50664,refrezh,Denmark,Heroic,2022-05-23
50665,stavn,Denmark,Heroic,2022-05-23
50666,TeSeS,Denmark,Heroic,2022-05-23
50667,sjuush,Denmark,Heroic,2022-05-23
50668,es3tag,Denmark,Ninjas in Pyjamas,2022-05-23
50669,REZ,Sweden,Ninjas in Pyjamas,2022-05-23
50670,hampus,Sweden,Ninjas in Pyjamas,2022-05-23
50671,Brollan,Sweden,Ninjas in Pyjamas,2022-05-23
50672,Plopski,Sweden,Ninjas in Pyjamas,2022-05-23
50673,chopper,Russia,Spirit,2022-05-23
50674,degster,Russia,Spirit,2022-05-23
50675,magixx,Russia,Spirit,2022-05-23
50676,s1ren,Russia,Spirit,2022-05-23
50677,Patsi,Russia,Spirit,2022-05-23
50678,JACKZ,France,G2,2022-05-23
50679,NiKo,Bosnia and Herzegovina,G2,2022-05-23
50680,huNter-,Bosnia and Herzegovina,G2,2022-05-23
50681,Aleksib,Finland,G2,2022-05-23
50682,m0NESY,Russia,G2,2022-05-23
50683,arT,Brazil,FURIA,2022-05-23
50684,yuurih,Brazil,FURIA,2022-05-23
50685,KSCERATO,Brazil,FURIA,2022-05-23
50686,saffee,Brazil,FURIA,2022-05-23
50687,drop,Brazil,FURIA,2022-05-23
50688,HObbit,Kazakhstan,Cloud9,2022-05-23
50689,interz,Russia,Cloud9,2022-05-23
50690,Ax1Le,Russia,Cloud9,2022-05-23
50691,sh1ro,Russia,Cloud9,2022-05-23
50692,nafany,Russia,Cloud9,2022-05-23
50693,apEX,France,Vitality,2022-05-23
50694,dupreeh,Denmark,Vitality,2022-05-23
50695,Magisk,Denmark,Vitality,2022-05-23
50696,ZywOo,France,Vitality,2022-05-23
50697,misutaaa,France,Vitality,2022-05-23
50698,HooXi,Denmark,Copenhagen Flames,2022-05-23
50699,nicoodoz,Denmark,Copenhagen Flames,2022-05-23
50700,roeJ,Denmark,Copenhagen Flames,2022-05-23
50701,jabbi,Denmark,Copenhagen Flames,2022-05-23
50702,Zyphon,Denmark,Copenhagen Flames,2022-05-23
50703,Xyp9x,Denmark,Astralis,2022-05-23
50704,gla1ve,Denmark,Astralis,2022-05-23
50705,k0nfig,Denmark,Astralis,2022-05-23
50706,Farlig,Denmark,Astralis,2022-05-23
50707,blameF,Denmark,Astralis,2022-05-23
50708,shox,France,Liquid,2022-05-23
50709,nitr0,United States,Liquid,2022-05-23
50710,NAF,Canada,Liquid,2022-05-23
50711,EliGE,United States,Liquid,2022-05-23
50712,oSee,United States,Liquid,2022-05-23
50713,FL1T,Russia,Outsiders,2022-05-23
50714,Qikert,Kazakhstan,Outsiders,2022-05-23
50715,Jame,Russia,Outsiders,2022-05-23
50716,fnx,Brazil,Imperial,2022-05-23
50717,FalleN,Brazil,Imperial,2022-05-23
50718,fer,Brazil,Imperial,2022-05-23
50719,boltz,Brazil,Imperial,2022-05-23
50720,VINI,Brazil,Imperial,2022-05-23
50721,tabseN,Germany,BIG,2022-05-23
50722,tiziaN,Germany,BIG,2022-05-23
50723,syrsoN,Germany,BIG,2022-05-23
50724,faveN,Germany,BIG,2022-05-23
50725,Krimbo,Germany,BIG,2022-05-23
50726,NickelBack,Russia,Entropiq,2022-05-23
50727,Krad,Russia,Entropiq,2022-05-23
50728,Lack1,Kazakhstan,Entropiq,2022-05-23
50729,El1an,Russia,Entropiq,2022-05-23
50730,Forester,Russia,Entropiq,2022-05-23
50731,alex,Spain,Movistar Riders,2022-05-23
50732,mopoz,Spain,Movistar Riders,2022-05-23
50733,DeathZz,Spain,Movistar Riders,2022-05-23
50734,SunPayus,Spain,Movistar Riders,2022-05-23
50735,dav1g,Spain,Movistar Riders,2022-05-23
50736,rigoN,Switzerland,Bad News Eagles,2022-05-23
50737,SENER1,Kosovo,Bad News Eagles,2022-05-23
50738,juanflatroo,Kosovo,Bad News Eagles,2022-05-23
50739,sinnopsyy,Kosovo,Bad News Eagles,2022-05-23
50740,gxx-,Kosovo,Bad News Eagles,2022-05-23
50741,dexter,Australia,MOUZ,2022-05-23
50742,frozen,Slovakia,MOUZ,2022-05-23
50743,JDC,Germany,MOUZ,2022-05-23
50744,torzsi,Hungary,MOUZ,2022-05-23
50745,Bymas,Lithuania,MOUZ,2022-05-23
50746,Jerry,Russia,FORZE,2022-05-23
50747,zorte,Russia,FORZE,2022-05-23
50748,shalfey,Russia,FORZE,2022-05-23
50749,KENSI,Russia,FORZE,2022-05-23
50750,Norwi,Russia,FORZE,2022-05-23
50751,chelo,Brazil,MIBR,2022-05-23
50752,exit,Brazil,MIBR,2022-05-23
50753,Tuurtle,Brazil,MIBR,2022-05-23
50754,JOTA,Brazil,MIBR,2022-05-23
50755,brnz4n,Brazil,MIBR,2022-05-23
50756,bodyy,France,HEET,2022-05-23
50757,Lucky,France,HEET,2022-05-23
50758,Djoko,France,HEET,2022-05-23
50759,Ex3rcice,France,HEET,2022-05-23
50760,afro,France,HEET,2022-05-23
50761,JT,South Africa,Complexity,2022-05-23
50762,floppy,United States,Complexity,2022-05-23
50763,Grim,United States,Complexity,2022-05-23
50764,junior,United States,Complexity,2022-05-23
50765,FaNg,Canada,Complexity,2022-05-23
50766,XANTARES,Turkey,Eternal Fire,2022-05-23
50767,woxic,Turkey,Eternal Fire,2022-05-23
50768,Calyx,Turkey,Eternal Fire,2022-05-23
50769,imoRR,Turkey,Eternal Fire,2022-05-23
50770,xfl0ud,Turkey,Eternal Fire,2022-05-23
50771,PKL,Brazil,paiN,2022-05-23
50772,NEKIZ,Brazil,paiN,2022-05-23
50773,hardzao,Brazil,paiN,2022-05-23
50774,biguzera,Brazil,paiN,2022-05-23
50775,nython,Brazil,paiN,2022-05-23
50776,nexa,Serbia,OG,2022-05-23
50777,niko,Denmark,OG,2022-05-23
50778,mantuu,Poland,OG,2022-05-23
50779,flameZ,Israel,OG,2022-05-23
50780,max,Uruguay,9z,2022-05-23
50781,dgt,Uruguay,9z,2022-05-23
50782,Luken,Argentina,9z,2022-05-23
50783,rox,Argentina,9z,2022-05-23
50784,dav1deuS,Chile,9z,2022-05-23
50785,HEN1,Brazil,GODSENT,2022-05-23
50786,TACO,Brazil,GODSENT,2022-05-23
50787,dumau,Brazil,GODSENT,2022-05-23
50788,b4rtiN,Brazil,GODSENT,2022-05-23
50789,latto,Brazil,GODSENT,2022-05-23
50790,bubble,Bulgaria,SKADE,2022-05-23
50791,dream3r,Bulgaria,SKADE,2022-05-23
50792,SHiPZ,Bulgaria,SKADE,2022-05-23
50793,dennyslaw,Bulgaria,SKADE,2022-05-23
50794,Rainwaker,Bulgaria,SKADE,2022-05-23
50795,karrigan,Denmark,FaZe,2022-05-30
50796,rain,Norway,FaZe,2022-05-30
50797,Twistzz,Canada,FaZe,2022-05-30
50798,ropz,Estonia,FaZe,2022-05-30
50799,broky,Latvia,FaZe,2022-05-30
50800,s1mple,Ukraine,Natus Vincere,2022-05-30
50801,electroNic,Russia,Natus Vincere,2022-05-30
50802,Perfecto,Russia,Natus Vincere,2022-05-30
50803,b1t,Ukraine,Natus Vincere,2022-05-30
50804,Snappi,Denmark,ENCE,2022-05-30
50805,Maden,Montenegro,ENCE,2022-05-30
50806,dycha,Poland,ENCE,2022-05-30
50807,hades,Poland,ENCE,2022-05-30
50808,Spinx,Israel,ENCE,2022-05-30
50809,es3tag,Denmark,Ninjas in Pyjamas,2022-05-30
50810,REZ,Sweden,Ninjas in Pyjamas,2022-05-30
50811,hampus,Sweden,Ninjas in Pyjamas,2022-05-30
50812,Brollan,Sweden,Ninjas in Pyjamas,2022-05-30
50813,Plopski,Sweden,Ninjas in Pyjamas,2022-05-30
50814,chopper,Russia,Spirit,2022-05-30
50815,degster,Russia,Spirit,2022-05-30
50816,magixx,Russia,Spirit,2022-05-30
50817,s1ren,Russia,Spirit,2022-05-30
50818,Patsi,Russia,Spirit,2022-05-30
50819,cadiaN,Denmark,Heroic,2022-05-30
50820,refrezh,Denmark,Heroic,2022-05-30
50821,stavn,Denmark,Heroic,2022-05-30
50822,TeSeS,Denmark,Heroic,2022-05-30
50823,sjuush,Denmark,Heroic,2022-05-30
50824,arT,Brazil,FURIA,2022-05-30
50825,yuurih,Brazil,FURIA,2022-05-30
50826,KSCERATO,Brazil,FURIA,2022-05-30
50827,saffee,Brazil,FURIA,2022-05-30
50828,drop,Brazil,FURIA,2022-05-30
50829,JACKZ,France,G2,2022-05-30
50830,NiKo,Bosnia and Herzegovina,G2,2022-05-30
50831,huNter-,Bosnia and Herzegovina,G2,2022-05-30
50832,Aleksib,Finland,G2,2022-05-30
50833,m0NESY,Russia,G2,2022-05-30
50834,HObbit,Kazakhstan,Cloud9,2022-05-30
50835,interz,Russia,Cloud9,2022-05-30
50836,Ax1Le,Russia,Cloud9,2022-05-30
50837,sh1ro,Russia,Cloud9,2022-05-30
50838,nafany,Russia,Cloud9,2022-05-30
50839,apEX,France,Vitality,2022-05-30
50840,dupreeh,Denmark,Vitality,2022-05-30
50841,Magisk,Denmark,Vitality,2022-05-30
50842,ZywOo,France,Vitality,2022-05-30
50843,misutaaa,France,Vitality,2022-05-30
50844,HooXi,Denmark,Copenhagen Flames,2022-05-30
50845,nicoodoz,Denmark,Copenhagen Flames,2022-05-30
50846,roeJ,Denmark,Copenhagen Flames,2022-05-30
50847,jabbi,Denmark,Copenhagen Flames,2022-05-30
50848,Zyphon,Denmark,Copenhagen Flames,2022-05-30
50849,Xyp9x,Denmark,Astralis,2022-05-30
50850,gla1ve,Denmark,Astralis,2022-05-30
50851,k0nfig,Denmark,Astralis,2022-05-30
50852,Farlig,Denmark,Astralis,2022-05-30
50853,blameF,Denmark,Astralis,2022-05-30
50854,shox,France,Liquid,2022-05-30
50855,nitr0,United States,Liquid,2022-05-30
50856,NAF,Canada,Liquid,2022-05-30
50857,EliGE,United States,Liquid,2022-05-30
50858,oSee,United States,Liquid,2022-05-30
50859,fnx,Brazil,Imperial,2022-05-30
50860,FalleN,Brazil,Imperial,2022-05-30
50861,fer,Brazil,Imperial,2022-05-30
50862,boltz,Brazil,Imperial,2022-05-30
50863,VINI,Brazil,Imperial,2022-05-30
50864,tabseN,Germany,BIG,2022-05-30
50865,tiziaN,Germany,BIG,2022-05-30
50866,syrsoN,Germany,BIG,2022-05-30
50867,faveN,Germany,BIG,2022-05-30
50868,Krimbo,Germany,BIG,2022-05-30
50869,FL1T,Russia,Outsiders,2022-05-30
50870,Qikert,Kazakhstan,Outsiders,2022-05-30
50871,Jame,Russia,Outsiders,2022-05-30
50872,NickelBack,Russia,Entropiq,2022-05-30
50873,Krad,Russia,Entropiq,2022-05-30
50874,Lack1,Kazakhstan,Entropiq,2022-05-30
50875,El1an,Russia,Entropiq,2022-05-30
50876,Forester,Russia,Entropiq,2022-05-30
50877,alex,Spain,Movistar Riders,2022-05-30
50878,mopoz,Spain,Movistar Riders,2022-05-30
50879,DeathZz,Spain,Movistar Riders,2022-05-30
50880,SunPayus,Spain,Movistar Riders,2022-05-30
50881,dav1g,Spain,Movistar Riders,2022-05-30
50882,rigoN,Switzerland,Bad News Eagles,2022-05-30
50883,SENER1,Kosovo,Bad News Eagles,2022-05-30
50884,juanflatroo,Kosovo,Bad News Eagles,2022-05-30
50885,sinnopsyy,Kosovo,Bad News Eagles,2022-05-30
50886,gxx-,Kosovo,Bad News Eagles,2022-05-30
50887,Jerry,Russia,FORZE,2022-05-30
50888,zorte,Russia,FORZE,2022-05-30
50889,shalfey,Russia,FORZE,2022-05-30
50890,KENSI,Russia,FORZE,2022-05-30
50891,Norwi,Russia,FORZE,2022-05-30
50892,dexter,Australia,MOUZ,2022-05-30
50893,frozen,Slovakia,MOUZ,2022-05-30
50894,JDC,Germany,MOUZ,2022-05-30
50895,torzsi,Hungary,MOUZ,2022-05-30
50896,Bymas,Lithuania,MOUZ,2022-05-30
50897,XANTARES,Turkey,Eternal Fire,2022-05-30
50898,woxic,Turkey,Eternal Fire,2022-05-30
50899,Calyx,Turkey,Eternal Fire,2022-05-30
50900,imoRR,Turkey,Eternal Fire,2022-05-30
50901,xfl0ud,Turkey,Eternal Fire,2022-05-30
50902,PKL,Brazil,paiN,2022-05-30
50903,NEKIZ,Brazil,paiN,2022-05-30
50904,hardzao,Brazil,paiN,2022-05-30
50905,biguzera,Brazil,paiN,2022-05-30
50906,nython,Brazil,paiN,2022-05-30
50907,chelo,Brazil,MIBR,2022-05-30
50908,exit,Brazil,MIBR,2022-05-30
50909,Tuurtle,Brazil,MIBR,2022-05-30
50910,JOTA,Brazil,MIBR,2022-05-30
50911,brnz4n,Brazil,MIBR,2022-05-30
50912,JT,South Africa,Complexity,2022-05-30
50913,floppy,United States,Complexity,2022-05-30
50914,Grim,United States,Complexity,2022-05-30
50915,junior,United States,Complexity,2022-05-30
50916,FaNg,Canada,Complexity,2022-05-30
50917,bodyy,France,HEET,2022-05-30
50918,Lucky,France,HEET,2022-05-30
50919,Djoko,France,HEET,2022-05-30
50920,Ex3rcice,France,HEET,2022-05-30
50921,afro,France,HEET,2022-05-30
50922,HEN1,Brazil,GODSENT,2022-05-30
50923,TACO,Brazil,GODSENT,2022-05-30
50924,dumau,Brazil,GODSENT,2022-05-30
50925,b4rtiN,Brazil,GODSENT,2022-05-30
50926,latto,Brazil,GODSENT,2022-05-30
50927,bubble,Bulgaria,SKADE,2022-05-30
50928,dream3r,Bulgaria,SKADE,2022-05-30
50929,SHiPZ,Bulgaria,SKADE,2022-05-30
50930,dennyslaw,Bulgaria,SKADE,2022-05-30
50931,Rainwaker,Bulgaria,SKADE,2022-05-30
50932,max,Uruguay,9z,2022-05-30
50933,dgt,Uruguay,9z,2022-05-30
50934,Luken,Argentina,9z,2022-05-30
50935,rox,Argentina,9z,2022-05-30
50936,dav1deuS,Chile,9z,2022-05-30
50937,kabal,Mongolia,IHC,2022-05-30
50938,nin9,Mongolia,IHC,2022-05-30
50939,sk0R,Mongolia,IHC,2022-05-30
50940,bLitz,Mongolia,IHC,2022-05-30
50941,Techno,Mongolia,IHC,2022-05-30
50942,karrigan,Denmark,FaZe,2022-06-06
50943,rain,Norway,FaZe,2022-06-06
50944,Twistzz,Canada,FaZe,2022-06-06
50945,ropz,Estonia,FaZe,2022-06-06
50946,broky,Latvia,FaZe,2022-06-06
50947,Snappi,Denmark,ENCE,2022-06-06
50948,Maden,Montenegro,ENCE,2022-06-06
50949,dycha,Poland,ENCE,2022-06-06
50950,hades,Poland,ENCE,2022-06-06
50951,Spinx,Israel,ENCE,2022-06-06
50952,s1mple,Ukraine,Natus Vincere,2022-06-06
50953,electroNic,Russia,Natus Vincere,2022-06-06
50954,Perfecto,Russia,Natus Vincere,2022-06-06
50955,b1t,Ukraine,Natus Vincere,2022-06-06
50956,HObbit,Kazakhstan,Cloud9,2022-06-06
50957,interz,Russia,Cloud9,2022-06-06
50958,Ax1Le,Russia,Cloud9,2022-06-06
50959,sh1ro,Russia,Cloud9,2022-06-06
50960,nafany,Russia,Cloud9,2022-06-06
50961,arT,Brazil,FURIA,2022-06-06
50962,yuurih,Brazil,FURIA,2022-06-06
50963,KSCERATO,Brazil,FURIA,2022-06-06
50964,saffee,Brazil,FURIA,2022-06-06
50965,drop,Brazil,FURIA,2022-06-06
50966,JACKZ,France,G2,2022-06-06
50967,NiKo,Bosnia and Herzegovina,G2,2022-06-06
50968,huNter-,Bosnia and Herzegovina,G2,2022-06-06
50969,Aleksib,Finland,G2,2022-06-06
50970,m0NESY,Russia,G2,2022-06-06
50971,es3tag,Denmark,Ninjas in Pyjamas,2022-06-06
50972,REZ,Sweden,Ninjas in Pyjamas,2022-06-06
50973,hampus,Sweden,Ninjas in Pyjamas,2022-06-06
50974,Brollan,Sweden,Ninjas in Pyjamas,2022-06-06
50975,Plopski,Sweden,Ninjas in Pyjamas,2022-06-06
50976,chopper,Russia,Spirit,2022-06-06
50977,degster,Russia,Spirit,2022-06-06
50978,magixx,Russia,Spirit,2022-06-06
50979,s1ren,Russia,Spirit,2022-06-06
50980,Patsi,Russia,Spirit,2022-06-06
50981,cadiaN,Denmark,Heroic,2022-06-06
50982,refrezh,Denmark,Heroic,2022-06-06
50983,stavn,Denmark,Heroic,2022-06-06
50984,TeSeS,Denmark,Heroic,2022-06-06
50985,sjuush,Denmark,Heroic,2022-06-06
50986,apEX,France,Vitality,2022-06-06
50987,dupreeh,Denmark,Vitality,2022-06-06
50988,Magisk,Denmark,Vitality,2022-06-06
50989,ZywOo,France,Vitality,2022-06-06
50990,misutaaa,France,Vitality,2022-06-06
50991,tabseN,Germany,BIG,2022-06-06
50992,tiziaN,Germany,BIG,2022-06-06
50993,syrsoN,Germany,BIG,2022-06-06
50994,faveN,Germany,BIG,2022-06-06
50995,Krimbo,Germany,BIG,2022-06-06
50996,shox,France,Liquid,2022-06-06
50997,nitr0,United States,Liquid,2022-06-06
50998,NAF,Canada,Liquid,2022-06-06
50999,EliGE,United States,Liquid,2022-06-06
51000,oSee,United States,Liquid,2022-06-06
51001,Xyp9x,Denmark,Astralis,2022-06-06
51002,gla1ve,Denmark,Astralis,2022-06-06
51003,k0nfig,Denmark,Astralis,2022-06-06
51004,Farlig,Denmark,Astralis,2022-06-06
51005,blameF,Denmark,Astralis,2022-06-06
51006,fnx,Brazil,Imperial,2022-06-06
51007,FalleN,Brazil,Imperial,2022-06-06
51008,fer,Brazil,Imperial,2022-06-06
51009,boltz,Brazil,Imperial,2022-06-06
51010,VINI,Brazil,Imperial,2022-06-06
51011,FL1T,Russia,Outsiders,2022-06-06
51012,Qikert,Kazakhstan,Outsiders,2022-06-06
51013,Jame,Russia,Outsiders,2022-06-06
51014,n0rb3r7,Russia,Outsiders,2022-06-06
51015,fame,Russia,Outsiders,2022-06-06
51016,dexter,Australia,MOUZ,2022-06-06
51017,frozen,Slovakia,MOUZ,2022-06-06
51018,JDC,Germany,MOUZ,2022-06-06
51019,torzsi,Hungary,MOUZ,2022-06-06
51020,Bymas,Lithuania,MOUZ,2022-06-06
51021,NickelBack,Russia,Entropiq,2022-06-06
51022,Krad,Russia,Entropiq,2022-06-06
51023,Lack1,Kazakhstan,Entropiq,2022-06-06
51024,El1an,Russia,Entropiq,2022-06-06
51025,Forester,Russia,Entropiq,2022-06-06
51026,alex,Spain,Movistar Riders,2022-06-06
51027,mopoz,Spain,Movistar Riders,2022-06-06
51028,DeathZz,Spain,Movistar Riders,2022-06-06
51029,SunPayus,Spain,Movistar Riders,2022-06-06
51030,dav1g,Spain,Movistar Riders,2022-06-06
51031,rigoN,Switzerland,Bad News Eagles,2022-06-06
51032,SENER1,Kosovo,Bad News Eagles,2022-06-06
51033,juanflatroo,Kosovo,Bad News Eagles,2022-06-06
51034,sinnopsyy,Kosovo,Bad News Eagles,2022-06-06
51035,gxx-,Kosovo,Bad News Eagles,2022-06-06
51036,Jerry,Russia,FORZE,2022-06-06
51037,zorte,Russia,FORZE,2022-06-06
51038,shalfey,Russia,FORZE,2022-06-06
51039,KENSI,Russia,FORZE,2022-06-06
51040,Norwi,Russia,FORZE,2022-06-06
51041,chelo,Brazil,MIBR,2022-06-06
51042,exit,Brazil,MIBR,2022-06-06
51043,Tuurtle,Brazil,MIBR,2022-06-06
51044,JOTA,Brazil,MIBR,2022-06-06
51045,brnz4n,Brazil,MIBR,2022-06-06
51046,XANTARES,Turkey,Eternal Fire,2022-06-06
51047,woxic,Turkey,Eternal Fire,2022-06-06
51048,Calyx,Turkey,Eternal Fire,2022-06-06
51049,imoRR,Turkey,Eternal Fire,2022-06-06
51050,xfl0ud,Turkey,Eternal Fire,2022-06-06
51051,PKL,Brazil,paiN,2022-06-06
51052,NEKIZ,Brazil,paiN,2022-06-06
51053,hardzao,Brazil,paiN,2022-06-06
51054,biguzera,Brazil,paiN,2022-06-06
51055,nython,Brazil,paiN,2022-06-06
51056,JT,South Africa,Complexity,2022-06-06
51057,floppy,United States,Complexity,2022-06-06
51058,Grim,United States,Complexity,2022-06-06
51059,junior,United States,Complexity,2022-06-06
51060,FaNg,Canada,Complexity,2022-06-06
51061,bodyy,France,HEET,2022-06-06
51062,Lucky,France,HEET,2022-06-06
51063,Djoko,France,HEET,2022-06-06
51064,Ex3rcice,France,HEET,2022-06-06
51065,afro,France,HEET,2022-06-06
51066,HEN1,Brazil,GODSENT,2022-06-06
51067,TACO,Brazil,GODSENT,2022-06-06
51068,dumau,Brazil,GODSENT,2022-06-06
51069,b4rtiN,Brazil,GODSENT,2022-06-06
51070,latto,Brazil,GODSENT,2022-06-06
51071,kabal,Mongolia,IHC,2022-06-06
51072,nin9,Mongolia,IHC,2022-06-06
51073,sk0R,Mongolia,IHC,2022-06-06
51074,bLitz,Mongolia,IHC,2022-06-06
51075,Techno,Mongolia,IHC,2022-06-06
51076,max,Uruguay,9z,2022-06-06
51077,dgt,Uruguay,9z,2022-06-06
51078,rox,Argentina,9z,2022-06-06
51079,dav1deuS,Chile,9z,2022-06-06
51080,twist,Sweden,Finest,2022-06-06
51081,PlesseN,Sweden,Finest,2022-06-06
51082,kreaz,Sweden,Finest,2022-06-06
51083,anarkez,Israel,Finest,2022-06-06
51084,shokz,Estonia,Finest,2022-06-06
51085,raalz,Denmark,Sprout,2022-06-06
51086,Spiidi,Germany,Sprout,2022-06-06
51087,slaxz-,Germany,Sprout,2022-06-06
51088,Staehr,Denmark,Sprout,2022-06-06
51089,lauNX,Romania,Sprout,2022-06-06
51090,karrigan,Denmark,FaZe,2022-06-13
51091,rain,Norway,FaZe,2022-06-13
51092,Twistzz,Canada,FaZe,2022-06-13
51093,ropz,Estonia,FaZe,2022-06-13
51094,broky,Latvia,FaZe,2022-06-13
51095,Snappi,Denmark,ENCE,2022-06-13
51096,Maden,Montenegro,ENCE,2022-06-13
51097,dycha,Poland,ENCE,2022-06-13
51098,hades,Poland,ENCE,2022-06-13
51099,Spinx,Israel,ENCE,2022-06-13
51100,s1mple,Ukraine,Natus Vincere,2022-06-13
51101,electroNic,Russia,Natus Vincere,2022-06-13
